progress_id;project_id;wing_id;floor_id;flat_id;task_id;subtask_id;engineer_id;contractor_id;progress_status_id;progress_percent;start_date;reported_at;last_modified;completion_date;remarks;is_active
3829;1;1;12;12;16;412;57;5;5;60.00;2024-02-01;"2024-02-01 10:00:00";"2024-02-01 10:00:00";NULL;"Auto-generated progress for flat 12, floor 6.";1
3830;1;1;12;12;8;246;55;10;4;40.00;2024-01-27;"2024-01-27 10:00:00";"2024-01-27 10:00:00";NULL;"Auto-generated progress for flat 12, floor 6.";1
3831;1;1;12;12;8;236;3;7;5;60.00;2024-01-28;"2024-01-28 10:00:00";"2024-01-28 10:00:00";NULL;"Auto-generated progress for flat 12, floor 6.";1
3832;1;1;12;12;8;197;21;7;4;40.00;2024-01-31;"2024-01-31 10:00:00";"2024-01-31 10:00:00";NULL;"Auto-generated progress for flat 12, floor 6.";1
3833;1;1;12;12;8;271;54;4;4;40.00;2024-01-27;"2024-01-27 10:00:00";"2024-01-27 10:00:00";NULL;"Auto-generated progress for flat 12, floor 6.";1
3834;1;1;12;12;6;77;78;6;6;80.00;2024-02-01;"2024-02-01 10:00:00";"2024-02-01 10:00:00";NULL;"Auto-generated progress for flat 12, floor 6.";1
3835;1;1;12;12;19;459;48;1;6;80.00;2024-01-26;"2024-01-26 10:00:00";"2024-01-26 10:00:00";NULL;"Auto-generated progress for flat 12, floor 6.";1
3836;1;1;12;12;7;163;5;5;3;25.00;2024-02-01;"2024-02-01 10:00:00";"2024-02-01 10:00:00";NULL;"Auto-generated progress for flat 12, floor 6.";1
3837;1;1;12;12;6;55;15;6;6;80.00;2024-01-30;"2024-01-30 10:00:00";"2024-01-30 10:00:00";NULL;"Auto-generated progress for flat 12, floor 6.";1
3838;1;1;12;12;8;270;57;6;5;60.00;2024-01-27;"2024-01-27 10:00:00";"2024-01-27 10:00:00";NULL;"Auto-generated progress for flat 12, floor 6.";1
3839;1;1;12;12;16;416;48;5;6;80.00;2024-02-04;"2024-02-04 10:00:00";"2024-02-04 10:00:00";NULL;"Auto-generated progress for flat 12, floor 6.";1
3840;1;1;12;12;17;442;52;4;4;40.00;2024-01-29;"2024-01-29 10:00:00";"2024-01-29 10:00:00";NULL;"Auto-generated progress for flat 12, floor 6.";1
3841;1;1;12;12;8;182;15;7;3;25.00;2024-02-03;"2024-02-03 10:00:00";"2024-02-03 10:00:00";NULL;"Auto-generated progress for flat 12, floor 6.";1
3842;1;1;12;12;6;46;61;6;5;60.00;2024-01-30;"2024-01-30 10:00:00";"2024-01-30 10:00:00";NULL;"Auto-generated progress for flat 12, floor 6.";1
3843;1;1;12;12;6;100;50;6;5;60.00;2024-01-26;"2024-01-26 10:00:00";"2024-01-26 10:00:00";NULL;"Auto-generated progress for flat 12, floor 6.";1
3844;1;1;12;12;5;40;62;4;6;80.00;2024-01-26;"2024-01-26 10:00:00";"2024-01-26 10:00:00";NULL;"Auto-generated progress for flat 12, floor 6.";1
3845;1;1;12;12;8;177;59;8;3;25.00;2024-01-31;"2024-01-31 10:00:00";"2024-01-31 10:00:00";NULL;"Auto-generated progress for flat 12, floor 6.";1
3846;1;1;12;12;16;428;58;5;3;25.00;2024-01-26;"2024-01-26 10:00:00";"2024-01-26 10:00:00";NULL;"Auto-generated progress for flat 12, floor 6.";1
3847;1;1;12;12;17;445;78;4;6;80.00;2024-01-28;"2024-01-28 10:00:00";"2024-01-28 10:00:00";NULL;"Auto-generated progress for flat 12, floor 6.";1
3848;1;1;12;12;17;450;5;4;4;40.00;2024-01-26;"2024-01-26 10:00:00";"2024-01-26 10:00:00";NULL;"Auto-generated progress for flat 12, floor 6.";1
3849;1;1;12;12;16;427;54;5;6;80.00;2024-01-28;"2024-01-28 10:00:00";"2024-01-28 10:00:00";NULL;"Auto-generated progress for flat 12, floor 6.";1
3850;1;1;12;12;8;301;25;10;4;40.00;2024-02-01;"2024-02-01 10:00:00";"2024-02-01 10:00:00";NULL;"Auto-generated progress for flat 12, floor 6.";1
3851;1;1;12;12;8;194;57;4;3;25.00;2024-02-03;"2024-02-03 10:00:00";"2024-02-03 10:00:00";NULL;"Auto-generated progress for flat 12, floor 6.";1
3852;1;1;12;12;7;128;21;5;5;60.00;2024-02-02;"2024-02-02 10:00:00";"2024-02-02 10:00:00";NULL;"Auto-generated progress for flat 12, floor 6.";1
3853;1;1;13;13;8;173;49;1;2;10.00;2024-02-07;"2024-02-07 10:00:00";"2024-02-07 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3854;1;1;13;13;8;239;57;9;2;10.00;2024-01-31;"2024-01-31 10:00:00";"2024-01-31 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3855;1;1;13;13;7;134;55;5;2;10.00;2024-02-03;"2024-02-03 10:00:00";"2024-02-03 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3856;1;1;13;13;6;73;17;6;3;25.00;2024-02-07;"2024-02-07 10:00:00";"2024-02-07 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3857;1;1;13;13;16;422;50;5;4;40.00;2024-02-01;"2024-02-01 10:00:00";"2024-02-01 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3858;1;1;13;13;15;381;15;11;5;60.00;2024-02-06;"2024-02-06 10:00:00";"2024-02-06 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3859;1;1;13;13;8;277;23;5;4;40.00;2024-01-31;"2024-01-31 10:00:00";"2024-01-31 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3860;1;1;13;13;8;201;14;6;3;25.00;2024-02-06;"2024-02-06 10:00:00";"2024-02-06 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3861;1;1;13;13;6;115;53;6;5;60.00;2024-02-01;"2024-02-01 10:00:00";"2024-02-01 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3862;1;1;13;13;3;6;14;2;4;40.00;2024-02-08;"2024-02-08 10:00:00";"2024-02-08 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3863;1;1;13;13;16;424;58;5;4;40.00;2024-01-31;"2024-01-31 10:00:00";"2024-01-31 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3864;1;1;13;13;6;54;54;6;5;60.00;2024-02-05;"2024-02-05 10:00:00";"2024-02-05 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3865;1;1;13;13;6;124;15;6;4;40.00;2024-02-06;"2024-02-06 10:00:00";"2024-02-06 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3866;1;1;13;13;12;355;50;2;2;10.00;2024-02-05;"2024-02-05 10:00:00";"2024-02-05 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3867;1;1;13;13;16;418;3;5;3;25.00;2024-02-08;"2024-02-08 10:00:00";"2024-02-08 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3868;1;1;13;13;16;434;53;5;2;10.00;2024-02-07;"2024-02-07 10:00:00";"2024-02-07 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3869;1;1;13;13;8;210;52;10;3;25.00;2024-02-02;"2024-02-02 10:00:00";"2024-02-02 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3870;1;1;13;13;8;235;21;5;2;10.00;2024-02-03;"2024-02-03 10:00:00";"2024-02-03 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3871;1;1;13;13;8;233;25;7;3;25.00;2024-02-05;"2024-02-05 10:00:00";"2024-02-05 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3872;1;1;13;13;17;450;3;4;4;40.00;2024-02-07;"2024-02-07 10:00:00";"2024-02-07 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3873;1;1;13;13;8;284;61;3;4;40.00;2024-02-08;"2024-02-08 10:00:00";"2024-02-08 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3874;1;1;13;13;8;208;78;7;5;60.00;2024-02-06;"2024-02-06 10:00:00";"2024-02-06 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3875;1;1;13;13;7;163;54;5;4;40.00;2024-02-03;"2024-02-03 10:00:00";"2024-02-03 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3876;1;1;13;13;6;107;5;6;3;25.00;2024-02-04;"2024-02-04 10:00:00";"2024-02-04 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3877;1;1;13;13;6;71;3;6;4;40.00;2024-02-03;"2024-02-03 10:00:00";"2024-02-03 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3878;1;1;13;13;4;28;78;2;2;10.00;2024-02-03;"2024-02-03 10:00:00";"2024-02-03 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3879;1;1;13;13;11;341;52;2;5;60.00;2024-02-04;"2024-02-04 10:00:00";"2024-02-04 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3880;1;1;13;13;6;119;23;6;4;40.00;2024-02-01;"2024-02-01 10:00:00";"2024-02-01 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3881;1;1;13;13;16;421;5;5;3;25.00;2024-02-03;"2024-02-03 10:00:00";"2024-02-03 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3882;1;1;13;13;3;20;62;2;2;10.00;2024-02-07;"2024-02-07 10:00:00";"2024-02-07 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3883;1;1;13;13;6;64;48;6;4;40.00;2024-02-05;"2024-02-05 10:00:00";"2024-02-05 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3884;1;1;13;13;3;14;21;2;3;25.00;2024-01-31;"2024-01-31 10:00:00";"2024-01-31 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3885;1;1;13;13;6;69;51;6;3;25.00;2024-02-03;"2024-02-03 10:00:00";"2024-02-03 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3886;1;1;13;13;8;236;58;4;3;25.00;2024-02-03;"2024-02-03 10:00:00";"2024-02-03 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3887;1;1;13;13;8;264;25;2;5;60.00;2024-02-02;"2024-02-02 10:00:00";"2024-02-02 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3888;1;1;13;13;3;10;51;2;4;40.00;2024-02-03;"2024-02-03 10:00:00";"2024-02-03 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3889;1;1;13;13;14;374;56;5;4;40.00;2024-01-31;"2024-01-31 10:00:00";"2024-01-31 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3890;1;1;13;13;8;202;54;10;2;10.00;2024-01-31;"2024-01-31 10:00:00";"2024-01-31 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3891;1;1;13;13;7;157;19;5;2;10.00;2024-02-03;"2024-02-03 10:00:00";"2024-02-03 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3892;1;1;13;13;16;410;55;5;5;60.00;2024-02-01;"2024-02-01 10:00:00";"2024-02-01 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3893;1;1;13;13;18;453;56;11;4;40.00;2024-02-05;"2024-02-05 10:00:00";"2024-02-05 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3894;1;1;13;13;7;128;62;5;3;25.00;2024-02-02;"2024-02-02 10:00:00";"2024-02-02 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3895;1;1;13;13;8;298;56;4;4;40.00;2024-02-06;"2024-02-06 10:00:00";"2024-02-06 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3896;1;1;13;13;8;193;56;7;5;60.00;2024-02-02;"2024-02-02 10:00:00";"2024-02-02 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3897;1;1;13;13;14;378;5;8;3;25.00;2024-01-31;"2024-01-31 10:00:00";"2024-01-31 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3898;1;1;13;13;8;218;14;9;4;40.00;2024-02-02;"2024-02-02 10:00:00";"2024-02-02 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3899;1;1;13;13;6;67;49;6;2;10.00;2024-02-01;"2024-02-01 10:00:00";"2024-02-01 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3900;1;1;13;13;16;423;78;5;2;10.00;2024-02-01;"2024-02-01 10:00:00";"2024-02-01 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3901;1;1;13;13;2;2;59;1;5;60.00;2024-02-02;"2024-02-02 10:00:00";"2024-02-02 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3902;1;1;13;13;16;427;14;5;4;40.00;2024-02-05;"2024-02-05 10:00:00";"2024-02-05 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3903;1;1;13;13;7;152;61;5;5;60.00;2024-02-08;"2024-02-08 10:00:00";"2024-02-08 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3904;1;1;13;13;7;154;3;5;5;60.00;2024-02-01;"2024-02-01 10:00:00";"2024-02-01 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3905;1;1;13;13;16;425;14;5;5;60.00;2024-02-05;"2024-02-05 10:00:00";"2024-02-05 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3906;1;1;13;13;8;241;55;8;3;25.00;2024-02-08;"2024-02-08 10:00:00";"2024-02-08 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3907;1;1;13;13;5;43;78;4;4;40.00;2024-02-07;"2024-02-07 10:00:00";"2024-02-07 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3908;1;1;13;13;8;189;62;3;3;25.00;2024-02-05;"2024-02-05 10:00:00";"2024-02-05 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3909;1;1;13;13;8;167;60;4;2;10.00;2024-02-02;"2024-02-02 10:00:00";"2024-02-02 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3910;1;1;13;13;6;92;61;6;3;25.00;2024-02-06;"2024-02-06 10:00:00";"2024-02-06 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3911;1;1;13;13;14;379;15;6;4;40.00;2024-02-01;"2024-02-01 10:00:00";"2024-02-01 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3912;1;1;13;13;16;429;19;5;3;25.00;2024-02-07;"2024-02-07 10:00:00";"2024-02-07 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3913;1;1;13;13;8;204;25;7;3;25.00;2024-02-04;"2024-02-04 10:00:00";"2024-02-04 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3914;1;1;13;13;8;286;15;10;5;60.00;2024-01-31;"2024-01-31 10:00:00";"2024-01-31 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3915;1;1;13;13;8;248;61;6;3;25.00;2024-01-31;"2024-01-31 10:00:00";"2024-01-31 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3916;1;1;13;13;6;53;52;6;2;10.00;2024-02-03;"2024-02-03 10:00:00";"2024-02-03 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3917;1;1;13;13;8;274;15;3;5;60.00;2024-02-04;"2024-02-04 10:00:00";"2024-02-04 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3918;1;1;13;13;11;323;3;9;5;60.00;2024-02-04;"2024-02-04 10:00:00";"2024-02-04 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3919;1;1;13;13;5;39;52;4;4;40.00;2024-01-31;"2024-01-31 10:00:00";"2024-01-31 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3920;1;1;13;13;16;431;51;5;3;25.00;2024-02-07;"2024-02-07 10:00:00";"2024-02-07 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3921;1;1;13;13;10;312;5;7;3;25.00;2024-02-09;"2024-02-09 10:00:00";"2024-02-09 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3922;1;1;13;13;6;62;61;6;5;60.00;2024-01-31;"2024-01-31 10:00:00";"2024-01-31 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3923;1;1;13;13;6;93;55;6;5;60.00;2024-02-08;"2024-02-08 10:00:00";"2024-02-08 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3924;1;1;13;13;8;206;57;9;2;10.00;2024-02-02;"2024-02-02 10:00:00";"2024-02-02 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3925;1;1;13;13;6;77;17;6;4;40.00;2024-02-09;"2024-02-09 10:00:00";"2024-02-09 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3926;1;1;13;13;8;226;19;10;3;25.00;2024-02-02;"2024-02-02 10:00:00";"2024-02-02 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3927;1;1;13;13;6;117;57;6;2;10.00;2024-02-02;"2024-02-02 10:00:00";"2024-02-02 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3928;1;1;13;13;3;16;62;2;2;10.00;2024-02-06;"2024-02-06 10:00:00";"2024-02-06 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3929;1;1;13;13;8;220;78;9;4;40.00;2024-02-09;"2024-02-09 10:00:00";"2024-02-09 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3930;1;1;13;13;11;326;17;10;3;25.00;2024-02-03;"2024-02-03 10:00:00";"2024-02-03 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3931;1;1;13;13;8;175;59;4;4;40.00;2024-02-01;"2024-02-01 10:00:00";"2024-02-01 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3932;1;1;13;13;6;116;15;6;4;40.00;2024-02-02;"2024-02-02 10:00:00";"2024-02-02 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3933;1;1;13;13;9;304;59;3;4;40.00;2024-02-01;"2024-02-01 10:00:00";"2024-02-01 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3934;1;1;13;13;16;439;53;5;4;40.00;2024-02-06;"2024-02-06 10:00:00";"2024-02-06 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3935;1;1;13;13;16;430;60;5;3;25.00;2024-02-05;"2024-02-05 10:00:00";"2024-02-05 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3936;1;1;13;13;13;359;78;8;2;10.00;2024-02-06;"2024-02-06 10:00:00";"2024-02-06 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3937;1;1;13;13;8;197;54;11;2;10.00;2024-02-09;"2024-02-09 10:00:00";"2024-02-09 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3938;1;1;13;13;7;153;52;5;4;40.00;2024-02-05;"2024-02-05 10:00:00";"2024-02-05 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3939;1;1;13;13;12;353;5;2;4;40.00;2024-02-06;"2024-02-06 10:00:00";"2024-02-06 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3940;1;1;13;13;8;234;52;11;4;40.00;2024-02-01;"2024-02-01 10:00:00";"2024-02-01 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3941;1;1;13;13;6;109;23;6;4;40.00;2024-02-06;"2024-02-06 10:00:00";"2024-02-06 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3942;1;1;13;13;16;400;25;5;2;10.00;2024-02-01;"2024-02-01 10:00:00";"2024-02-01 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3943;1;1;13;13;5;34;52;4;4;40.00;2024-02-06;"2024-02-06 10:00:00";"2024-02-06 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3944;1;1;13;13;17;447;53;4;5;60.00;2024-02-03;"2024-02-03 10:00:00";"2024-02-03 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3945;1;1;13;13;8;269;51;1;5;60.00;2024-01-31;"2024-01-31 10:00:00";"2024-01-31 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3946;1;1;13;13;6;76;14;6;5;60.00;2024-02-09;"2024-02-09 10:00:00";"2024-02-09 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3947;1;1;13;13;8;184;50;10;3;25.00;2024-02-02;"2024-02-02 10:00:00";"2024-02-02 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3948;1;1;13;13;15;391;49;2;5;60.00;2024-02-07;"2024-02-07 10:00:00";"2024-02-07 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3949;1;1;13;13;16;412;78;5;3;25.00;2024-02-09;"2024-02-09 10:00:00";"2024-02-09 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3950;1;1;13;13;16;405;52;5;5;60.00;2024-02-08;"2024-02-08 10:00:00";"2024-02-08 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3951;1;1;13;13;8;166;52;9;2;10.00;2024-02-02;"2024-02-02 10:00:00";"2024-02-02 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3952;1;1;13;13;12;348;3;11;3;25.00;2024-02-01;"2024-02-01 10:00:00";"2024-02-01 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3953;1;1;13;13;11;347;21;3;5;60.00;2024-02-02;"2024-02-02 10:00:00";"2024-02-02 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3954;1;1;13;13;2;4;58;1;3;25.00;2024-02-03;"2024-02-03 10:00:00";"2024-02-03 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3955;1;1;13;13;8;232;56;8;3;25.00;2024-02-08;"2024-02-08 10:00:00";"2024-02-08 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3956;1;1;13;13;3;18;62;2;3;25.00;2024-02-08;"2024-02-08 10:00:00";"2024-02-08 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3957;1;1;13;13;10;310;17;5;2;10.00;2024-01-31;"2024-01-31 10:00:00";"2024-01-31 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3958;1;1;13;13;14;370;58;8;4;40.00;2024-02-09;"2024-02-09 10:00:00";"2024-02-09 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3959;1;1;13;13;18;456;21;11;4;40.00;2024-02-02;"2024-02-02 10:00:00";"2024-02-02 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3960;1;1;13;13;16;395;3;5;3;25.00;2024-02-03;"2024-02-03 10:00:00";"2024-02-03 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3961;1;1;13;13;8;216;23;2;2;10.00;2024-02-05;"2024-02-05 10:00:00";"2024-02-05 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3962;1;1;13;13;8;262;50;8;3;25.00;2024-01-31;"2024-01-31 10:00:00";"2024-01-31 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3963;1;1;13;13;7;156;48;5;2;10.00;2024-02-03;"2024-02-03 10:00:00";"2024-02-03 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3964;1;1;13;13;18;458;55;11;3;25.00;2024-02-02;"2024-02-02 10:00:00";"2024-02-02 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3965;1;1;13;13;11;325;53;10;2;10.00;2024-02-09;"2024-02-09 10:00:00";"2024-02-09 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3966;1;1;13;13;6;75;62;6;2;10.00;2024-02-02;"2024-02-02 10:00:00";"2024-02-02 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3967;1;1;13;13;7;136;48;5;5;60.00;2024-02-08;"2024-02-08 10:00:00";"2024-02-08 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3968;1;1;13;13;8;261;59;3;2;10.00;2024-02-04;"2024-02-04 10:00:00";"2024-02-04 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3969;1;1;13;13;7;148;15;5;4;40.00;2024-02-08;"2024-02-08 10:00:00";"2024-02-08 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3970;1;1;13;13;16;408;49;5;4;40.00;2024-02-02;"2024-02-02 10:00:00";"2024-02-02 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3971;1;1;13;13;8;246;19;6;3;25.00;2024-02-07;"2024-02-07 10:00:00";"2024-02-07 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3972;1;1;13;13;16;404;51;5;4;40.00;2024-02-06;"2024-02-06 10:00:00";"2024-02-06 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3973;1;1;13;13;11;343;3;10;5;60.00;2024-01-31;"2024-01-31 10:00:00";"2024-01-31 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3974;1;1;13;13;8;178;23;9;2;10.00;2024-02-03;"2024-02-03 10:00:00";"2024-02-03 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3975;1;1;13;13;6;68;51;6;3;25.00;2024-02-08;"2024-02-08 10:00:00";"2024-02-08 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3976;1;1;13;13;6;47;5;6;4;40.00;2024-02-05;"2024-02-05 10:00:00";"2024-02-05 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3977;1;1;13;13;11;327;53;11;5;60.00;2024-02-07;"2024-02-07 10:00:00";"2024-02-07 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3978;1;1;13;13;6;122;48;6;2;10.00;2024-01-31;"2024-01-31 10:00:00";"2024-01-31 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3979;1;1;13;13;8;200;50;1;4;40.00;2024-02-06;"2024-02-06 10:00:00";"2024-02-06 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3980;1;1;13;13;8;266;61;4;3;25.00;2024-02-07;"2024-02-07 10:00:00";"2024-02-07 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3981;1;1;13;13;6;89;58;6;3;25.00;2024-01-31;"2024-01-31 10:00:00";"2024-01-31 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3982;1;1;13;13;9;306;21;1;3;25.00;2024-02-04;"2024-02-04 10:00:00";"2024-02-04 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3983;1;1;13;13;12;351;62;8;2;10.00;2024-02-03;"2024-02-03 10:00:00";"2024-02-03 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3984;1;1;13;13;6;110;56;6;3;25.00;2024-01-31;"2024-01-31 10:00:00";"2024-01-31 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3985;1;1;13;13;8;282;3;5;3;25.00;2024-02-03;"2024-02-03 10:00:00";"2024-02-03 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3986;1;1;13;13;6;102;57;6;2;10.00;2024-02-01;"2024-02-01 10:00:00";"2024-02-01 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
3987;1;1;13;13;8;219;58;7;4;40.00;2024-02-03;"2024-02-03 10:00:00";"2024-02-03 10:00:00";NULL;"Auto-generated progress for flat 13, floor 7.";1
