txn_id;material_id;txn_date;transaction_type;reference_no;unit;received_qty;issued_qty;unit_rate;tax_percent;total_cost;work_description;remarks;is_active;created_at;updated_at;project_id;wing_id;floor_id;contractor_id;engineer_id
234;53;2025-07-25;ISSUE;IS-2507-0007;MTR;0.00;51.75;179.00;18.00;9263.25;"Electrical works - Floor 8";"Auto-generated transaction seed data";1;"2025-07-25 09:00:00";"2025-11-22 18:00:00";1;1;8;4;50
235;54;2025-06-26;RECEIPT;RC-2506-0005;MTR;38.20;0.00;182.00;18.00;6952.40;"Electrical works - Floor 12";"Auto-generated transaction seed data";1;"2025-06-26 09:00:00";"2025-11-22 18:00:00";1;1;12;4;56
236;55;2025-05-02;ISSUE;IS-2505-0008;NOS;0.00;25.36;370.00;18.00;9383.20;"Electrical works - Floor 26";"Auto-generated transaction seed data";1;"2025-05-02 09:00:00";"2025-11-22 18:00:00";1;1;26;4;48
237;52;2025-07-15;ISSUE;IS-2507-0008;NOS;0.00;24.25;352.00;18.00;8536.00;"Electrical works - Floor 7";"Auto-generated transaction seed data";1;"2025-07-15 09:00:00";"2025-11-22 18:00:00";1;1;7;4;49
238;55;2024-03-23;RETURN;RT-2403-0002;NOS;17.59;0.00;370.00;18.00;6508.30;"Electrical works - Floor 33";"Auto-generated transaction seed data";1;"2024-03-23 09:00:00";"2025-11-22 18:00:00";1;1;33;4;62
239;55;2025-06-03;RECEIPT;RC-2506-0006;NOS;44.84;0.00;370.00;18.00;16590.80;"Electrical works - Floor 27";"Auto-generated transaction seed data";1;"2025-06-03 09:00:00";"2025-11-22 18:00:00";1;1;27;4;50
240;49;2024-05-05;ISSUE;IS-2405-0007;NOS;0.00;22.77;334.00;18.00;7605.18;"Electrical works - Floor 27";"Auto-generated transaction seed data";1;"2024-05-05 09:00:00";"2025-11-22 18:00:00";1;1;27;4;48
241;12;2024-10-14;RECEIPT;RC-2410-0006;LTR;64.20;0.00;56.00;18.00;3595.20;"Site use - Floor 26";"Auto-generated transaction seed data";1;"2024-10-14 09:00:00";"2025-11-22 18:00:00";1;1;26;1;59
242;69;2025-02-10;ISSUE;IS-2502-0008;NOS;0.00;6.73;454.00;18.00;3055.42;"Site use - Floor 36";"Auto-generated transaction seed data";1;"2025-02-10 09:00:00";"2025-11-22 18:00:00";1;1;36;1;61
243;54;2024-10-04;ISSUE;IS-2410-0011;MTR;0.00;25.73;182.00;18.00;4682.86;"Electrical works - Floor 28";"Auto-generated transaction seed data";1;"2024-10-04 09:00:00";"2025-11-22 18:00:00";1;1;28;4;49
244;53;2025-02-15;RECEIPT;RC-2502-0005;MTR;28.03;0.00;179.00;18.00;5017.37;"Electrical works - Floor 13";"Auto-generated transaction seed data";1;"2025-02-15 09:00:00";"2025-11-22 18:00:00";1;1;13;4;50
245;51;2024-02-29;RECEIPT;RC-2402-0005;NOS;8.19;0.00;346.00;18.00;2833.74;"Electrical works - Floor 19";"Auto-generated transaction seed data";1;"2024-02-29 09:00:00";"2025-11-22 18:00:00";1;1;19;4;48
246;51;2024-05-15;ISSUE;IS-2405-0008;NOS;0.00;56.93;346.00;18.00;19697.78;"Electrical works - Floor 22";"Auto-generated transaction seed data";1;"2024-05-15 09:00:00";"2025-11-22 18:00:00";1;1;22;4;59
247;52;2024-10-10;ISSUE;IS-2410-0012;NOS;0.00;33.75;352.00;18.00;11880.00;"Electrical works - Floor 27";"Auto-generated transaction seed data";1;"2024-10-10 09:00:00";"2025-11-22 18:00:00";1;1;27;4;49
248;52;2024-02-15;RECEIPT;RC-2402-0006;NOS;40.87;0.00;352.00;18.00;14386.24;"Electrical works - Floor 22";"Auto-generated transaction seed data";1;"2024-02-15 09:00:00";"2025-11-22 18:00:00";1;1;22;4;50
249;51;2024-05-08;RECEIPT;RC-2405-0004;NOS;45.18;0.00;346.00;18.00;15632.28;"Electrical works - Floor 20";"Auto-generated transaction seed data";1;"2024-05-08 09:00:00";"2025-11-22 18:00:00";1;1;20;4;54
250;13;2025-08-04;ISSUE;IS-2508-0006;NOS;0.00;31.23;118.00;18.00;3685.14;"Site use - Floor 34";"Auto-generated transaction seed data";1;"2025-08-04 09:00:00";"2025-11-22 18:00:00";1;1;34;1;59
251;53;2025-04-17;ISSUE;IS-2504-0005;MTR;0.00;40.11;179.00;18.00;7179.69;"Electrical works - Floor 22";"Auto-generated transaction seed data";1;"2025-04-17 09:00:00";"2025-11-22 18:00:00";1;1;22;4;49
252;52;2024-11-01;ISSUE;IS-2411-0003;NOS;0.00;42.47;352.00;18.00;14949.44;"Electrical works - Floor 20";"Auto-generated transaction seed data";1;"2024-11-01 09:00:00";"2025-11-22 18:00:00";1;1;20;4;55
253;52;2025-07-05;ISSUE;IS-2507-0009;NOS;0.00;28.96;352.00;18.00;10193.92;"Electrical works - Floor 10";"Auto-generated transaction seed data";1;"2025-07-05 09:00:00";"2025-11-22 18:00:00";1;1;10;4;59
254;54;2024-04-07;ISSUE;IS-2404-0009;MTR;0.00;49.57;182.00;18.00;9021.74;"Electrical works - Floor 21";"Auto-generated transaction seed data";1;"2024-04-07 09:00:00";"2025-11-22 18:00:00";1;1;21;4;48
255;51;2025-03-20;ISSUE;IS-2503-0007;NOS;0.00;23.60;346.00;18.00;8165.60;"Electrical works - Floor 29";"Auto-generated transaction seed data";1;"2025-03-20 09:00:00";"2025-11-22 18:00:00";1;1;29;4;54
256;55;2025-10-12;RECEIPT;RC-2510-0002;NOS;50.85;0.00;370.00;18.00;18814.50;"Electrical works - Floor 35";"Auto-generated transaction seed data";1;"2025-10-12 09:00:00";"2025-11-22 18:00:00";1;1;35;4;61
257;51;2025-05-29;ISSUE;IS-2505-0009;NOS;0.00;15.22;346.00;18.00;5266.12;"Electrical works - Floor 7";"Auto-generated transaction seed data";1;"2025-05-29 09:00:00";"2025-11-22 18:00:00";1;1;7;4;54
258;10;2024-03-13;ISSUE;IS-2403-0007;BRASS;0.00;33.83;100.00;18.00;3383.00;"Site use - Floor 8";"Auto-generated transaction seed data";1;"2024-03-13 09:00:00";"2025-11-22 18:00:00";1;1;8;9;61
259;55;2024-10-28;ISSUE;IS-2410-0013;NOS;0.00;2.57;370.00;18.00;950.90;"Electrical works - Floor 15";"Auto-generated transaction seed data";1;"2024-10-28 09:00:00";"2025-11-22 18:00:00";1;1;15;4;54
260;54;2025-11-11;RECEIPT;RC-2511-0002;MTR;22.17;0.00;182.00;18.00;4034.94;"Electrical works - Floor 31";"Auto-generated transaction seed data";1;"2025-11-11 09:00:00";"2025-11-22 18:00:00";1;1;31;4;48
261;53;2024-09-22;GATE-IN;GI-2409-0001;MTR;91.27;0.00;179.00;18.00;16337.33;"Electrical works - Floor 31";"Auto-generated transaction seed data";1;"2024-09-22 09:00:00";"2025-11-22 18:00:00";1;1;31;4;62
262;54;2025-08-21;GATE-IN;GI-2508-0001;MTR;18.80;0.00;182.00;18.00;3421.60;"Electrical works - Floor 10";"Auto-generated transaction seed data";1;"2025-08-21 09:00:00";"2025-11-22 18:00:00";1;1;10;4;50
263;51;2024-09-06;ISSUE;IS-2409-0005;NOS;0.00;1.27;346.00;18.00;439.42;"Electrical works - Floor 24";"Auto-generated transaction seed data";1;"2024-09-06 09:00:00";"2025-11-22 18:00:00";1;1;24;4;61
264;54;2025-10-14;ISSUE;IS-2510-0004;MTR;0.00;29.62;182.00;18.00;5390.84;"Electrical works - Floor 15";"Auto-generated transaction seed data";1;"2025-10-14 09:00:00";"2025-11-22 18:00:00";1;1;15;4;56
265;51;2024-02-08;RECEIPT;RC-2402-0007;NOS;82.42;0.00;346.00;18.00;28517.32;"Electrical works - Floor 19";"Auto-generated transaction seed data";1;"2024-02-08 09:00:00";"2025-11-22 18:00:00";1;1;19;4;55
266;2;2024-05-17;RECEIPT;RC-2405-0005;BAGS;8.81;0.00;26.00;18.00;229.06;"Plaster / mortar - Floor 9";"Auto-generated transaction seed data";1;"2024-05-17 09:00:00";"2025-11-22 18:00:00";1;1;9;9;54
267;54;2024-10-02;RECEIPT;RC-2410-0007;MTR;51.02;0.00;182.00;18.00;9285.64;"Electrical works - Floor 8";"Auto-generated transaction seed data";1;"2024-10-02 09:00:00";"2025-11-22 18:00:00";1;1;8;4;55
268;7;2024-12-03;RECEIPT;RC-2412-0003;NOS;30.75;0.00;82.00;18.00;2521.50;"Site use - Floor 22";"Auto-generated transaction seed data";1;"2024-12-03 09:00:00";"2025-11-22 18:00:00";1;1;22;1;56
269;49;2025-02-04;RECEIPT;RC-2502-0006;NOS;22.35;0.00;334.00;18.00;7464.90;"Electrical works - Floor 21";"Auto-generated transaction seed data";1;"2025-02-04 09:00:00";"2025-11-22 18:00:00";1;1;21;4;54
270;52;2025-06-10;RECEIPT;RC-2506-0007;NOS;32.25;0.00;352.00;18.00;11352.00;"Electrical works - Floor 15";"Auto-generated transaction seed data";1;"2025-06-10 09:00:00";"2025-11-22 18:00:00";1;1;15;4;56
271;54;2025-06-28;ISSUE;IS-2506-0009;MTR;0.00;22.43;182.00;18.00;4082.26;"Electrical works - Floor 30";"Auto-generated transaction seed data";1;"2025-06-28 09:00:00";"2025-11-22 18:00:00";1;1;30;4;59
272;52;2025-04-19;RECEIPT;RC-2504-0004;NOS;69.78;0.00;352.00;18.00;24562.56;"Electrical works - Floor 29";"Auto-generated transaction seed data";1;"2025-04-19 09:00:00";"2025-11-22 18:00:00";1;1;29;4;59
273;10;2024-03-31;ISSUE;IS-2403-0008;BRASS;0.00;46.80;100.00;18.00;4680.00;"Site use - Floor 11";"Auto-generated transaction seed data";1;"2024-03-31 09:00:00";"2025-11-22 18:00:00";1;1;11;9;61
274;51;2024-07-11;ISSUE;IS-2407-0004;NOS;0.00;9.58;346.00;18.00;3314.68;"Electrical works - Floor 26";"Auto-generated transaction seed data";1;"2024-07-11 09:00:00";"2025-11-22 18:00:00";1;1;26;4;62
275;44;2024-06-06;RECEIPT;RC-2406-0003;NOS;56.47;0.00;304.00;18.00;17166.88;"Site use - Floor 25";"Auto-generated transaction seed data";1;"2024-06-06 09:00:00";"2025-11-22 18:00:00";1;1;25;1;59
276;4;2024-02-16;ISSUE;IS-2402-0006;BRASS;0.00;52.00;64.00;18.00;3328.00;"Site use - Floor 26";"Auto-generated transaction seed data";1;"2024-02-16 09:00:00";"2025-11-22 18:00:00";1;1;26;9;56
277;33;2024-06-12;ISSUE;IS-2406-0009;LTR;0.00;59.87;119.00;18.00;7124.53;"Waterproofing works - Floor 28";"Auto-generated transaction seed data";1;"2024-06-12 09:00:00";"2025-11-22 18:00:00";1;1;28;6;49
278;51;2025-02-02;ISSUE;IS-2502-0009;NOS;0.00;59.59;346.00;18.00;20618.14;"Electrical works - Floor 25";"Auto-generated transaction seed data";1;"2025-02-02 09:00:00";"2025-11-22 18:00:00";1;1;25;4;61
279;1;2024-02-29;ISSUE;IS-2402-0007;BAGS;0.00;12.76;23.00;18.00;293.48;"Plaster / mortar - Floor 21";"Auto-generated transaction seed data";1;"2024-02-29 09:00:00";"2025-11-22 18:00:00";1;1;21;9;56
280;55;2024-02-18;ISSUE;IS-2402-0008;NOS;0.00;11.91;370.00;18.00;4406.70;"Electrical works - Floor 29";"Auto-generated transaction seed data";1;"2024-02-18 09:00:00";"2025-11-22 18:00:00";1;1;29;4;50
281;55;2025-07-16;ISSUE;IS-2507-0010;NOS;0.00;10.48;370.00;18.00;3877.60;"Electrical works - Floor 26";"Auto-generated transaction seed data";1;"2025-07-16 09:00:00";"2025-11-22 18:00:00";1;1;26;4;54
282;10;2025-02-09;RECEIPT;RC-2502-0007;BRASS;86.15;0.00;100.00;18.00;8615.00;"Site use - Floor 34";"Auto-generated transaction seed data";1;"2025-02-09 09:00:00";"2025-11-22 18:00:00";1;1;34;9;61
283;50;2025-02-14;RETURN;RT-2502-0001;NOS;11.04;0.00;340.00;18.00;3753.60;"Electrical works - Floor 29";"Auto-generated transaction seed data";1;"2025-02-14 09:00:00";"2025-11-22 18:00:00";1;1;29;4;48
284;54;2024-08-17;RECEIPT;RC-2408-0008;MTR;77.55;0.00;182.00;18.00;14114.10;"Electrical works - Floor 31";"Auto-generated transaction seed data";1;"2024-08-17 09:00:00";"2025-11-22 18:00:00";1;1;31;4;50
285;26;2025-07-01;ISSUE;IS-2507-0011;SQFT;0.00;18.93;147.00;18.00;2782.71;"Site use - Floor 30";"Auto-generated transaction seed data";1;"2025-07-01 09:00:00";"2025-11-22 18:00:00";1;1;30;1;61
286;43;2025-04-02;RECEIPT;RC-2504-0005;NOS;20.91;0.00;298.00;18.00;6231.18;"Site use - Floor 12";"Auto-generated transaction seed data";1;"2025-04-02 09:00:00";"2025-11-22 18:00:00";1;1;12;1;62
287;55;2025-02-17;ISSUE;IS-2502-0010;NOS;0.00;38.36;370.00;18.00;14193.20;"Electrical works - Floor 26";"Auto-generated transaction seed data";1;"2025-02-17 09:00:00";"2025-11-22 18:00:00";1;1;26;4;56
288;55;2025-01-03;RECEIPT;RC-2501-0004;NOS;8.03;0.00;370.00;18.00;2971.10;"Electrical works - Floor 13";"Auto-generated transaction seed data";1;"2025-01-03 09:00:00";"2025-11-22 18:00:00";1;1;13;4;48
289;10;2024-08-07;ISSUE;IS-2408-0009;BRASS;0.00;40.77;100.00;18.00;4077.00;"Site use - Floor 12";"Auto-generated transaction seed data";1;"2024-08-07 09:00:00";"2025-11-22 18:00:00";1;1;12;9;56
290;55;2024-03-07;ISSUE;IS-2403-0009;NOS;0.00;40.39;370.00;18.00;14944.30;"Electrical works - Floor 35";"Auto-generated transaction seed data";1;"2024-03-07 09:00:00";"2025-11-22 18:00:00";1;1;35;4;54
291;10;2024-02-19;ISSUE;IS-2402-0009;BRASS;0.00;53.58;100.00;18.00;5358.00;"Site use - Floor 27";"Auto-generated transaction seed data";1;"2024-02-19 09:00:00";"2025-11-22 18:00:00";1;1;27;9;56
292;54;2024-01-21;RECEIPT;RC-2401-0005;MTR;62.58;0.00;182.00;18.00;11389.56;"Electrical works - Floor 24";"Auto-generated transaction seed data";1;"2024-01-21 09:00:00";"2025-11-22 18:00:00";1;1;24;4;48
293;54;2025-10-29;GATE-IN;GI-2510-0002;MTR;93.69;0.00;182.00;18.00;17051.58;"Electrical works - Floor 34";"Auto-generated transaction seed data";1;"2025-10-29 09:00:00";"2025-11-22 18:00:00";1;1;34;4;49
294;55;2024-08-08;ISSUE;IS-2408-0010;NOS;0.00;40.79;370.00;18.00;15092.30;"Electrical works - Floor 31";"Auto-generated transaction seed data";1;"2024-08-08 09:00:00";"2025-11-22 18:00:00";1;1;31;4;61
295;46;2025-01-08;RECEIPT;RC-2501-0005;NOS;32.34;0.00;316.00;18.00;10219.44;"Site use - Floor 23";"Auto-generated transaction seed data";1;"2025-01-08 09:00:00";"2025-11-22 18:00:00";1;1;23;1;50
296;54;2025-10-01;RECEIPT;RC-2510-0003;MTR;37.70;0.00;182.00;18.00;6861.40;"Electrical works - Floor 30";"Auto-generated transaction seed data";1;"2025-10-01 09:00:00";"2025-11-22 18:00:00";1;1;30;4;56
297;52;2025-05-14;ISSUE;IS-2505-0010;NOS;0.00;30.86;352.00;18.00;10862.72;"Electrical works - Floor 18";"Auto-generated transaction seed data";1;"2025-05-14 09:00:00";"2025-11-22 18:00:00";1;1;18;4;62
298;33;2025-05-04;RECEIPT;RC-2505-0005;LTR;16.39;0.00;119.00;18.00;1950.41;"Waterproofing works - Floor 13";"Auto-generated transaction seed data";1;"2025-05-04 09:00:00";"2025-11-22 18:00:00";1;1;13;6;55
299;10;2025-02-25;ISSUE;IS-2502-0011;BRASS;0.00;41.62;100.00;18.00;4162.00;"Site use - Floor 8";"Auto-generated transaction seed data";1;"2025-02-25 09:00:00";"2025-11-22 18:00:00";1;1;8;9;55
300;52;2025-03-20;RECEIPT;RC-2503-0002;NOS;89.90;0.00;352.00;18.00;31644.80;"Electrical works - Floor 23";"Auto-generated transaction seed data";1;"2025-03-20 09:00:00";"2025-11-22 18:00:00";1;1;23;4;55
301;10;2024-06-13;ISSUE;IS-2406-0010;BRASS;0.00;59.80;100.00;18.00;5980.00;"Site use - Floor 23";"Auto-generated transaction seed data";1;"2024-06-13 09:00:00";"2025-11-22 18:00:00";1;1;23;9;56
302;54;2024-10-16;ISSUE;IS-2410-0014;MTR;0.00;42.47;182.00;18.00;7729.54;"Electrical works - Floor 9";"Auto-generated transaction seed data";1;"2024-10-16 09:00:00";"2025-11-22 18:00:00";1;1;9;4;55
303;52;2025-11-15;ISSUE;IS-2511-0003;NOS;0.00;6.89;352.00;18.00;2425.28;"Electrical works - Floor 7";"Auto-generated transaction seed data";1;"2025-11-15 09:00:00";"2025-11-22 18:00:00";1;1;7;4;48
304;52;2025-10-07;ISSUE;IS-2510-0005;NOS;0.00;52.99;352.00;18.00;18652.48;"Electrical works - Floor 34";"Auto-generated transaction seed data";1;"2025-10-07 09:00:00";"2025-11-22 18:00:00";1;1;34;4;62
305;43;2024-05-11;ISSUE;IS-2405-0009;NOS;0.00;4.81;298.00;18.00;1433.38;"Site use - Floor 13";"Auto-generated transaction seed data";1;"2024-05-11 09:00:00";"2025-11-22 18:00:00";1;1;13;1;59
306;51;2024-08-25;RECEIPT;RC-2408-0009;NOS;35.28;0.00;346.00;18.00;12206.88;"Electrical works - Floor 10";"Auto-generated transaction seed data";1;"2024-08-25 09:00:00";"2025-11-22 18:00:00";1;1;10;4;50
307;53;2024-08-03;ISSUE;IS-2408-0011;MTR;0.00;11.15;179.00;18.00;1995.85;"Electrical works - Floor 22";"Auto-generated transaction seed data";1;"2024-08-03 09:00:00";"2025-11-22 18:00:00";1;1;22;4;55
308;52;2025-11-02;ISSUE;IS-2511-0004;NOS;0.00;58.28;352.00;18.00;20514.56;"Electrical works - Floor 7";"Auto-generated transaction seed data";1;"2025-11-02 09:00:00";"2025-11-22 18:00:00";1;1;7;4;55
309;53;2025-09-30;ISSUE;IS-2509-0009;MTR;0.00;57.72;179.00;18.00;10331.88;"Electrical works - Floor 36";"Auto-generated transaction seed data";1;"2025-09-30 09:00:00";"2025-11-22 18:00:00";1;1;36;4;49
310;55;2024-05-21;ISSUE;IS-2405-0010;NOS;0.00;29.49;370.00;18.00;10911.30;"Electrical works - Floor 16";"Auto-generated transaction seed data";1;"2024-05-21 09:00:00";"2025-11-22 18:00:00";1;1;16;4;59
311;51;2025-02-22;ISSUE;IS-2502-0012;NOS;0.00;39.21;346.00;18.00;13566.66;"Electrical works - Floor 9";"Auto-generated transaction seed data";1;"2025-02-22 09:00:00";"2025-11-22 18:00:00";1;1;9;4;61
312;80;2024-09-19;ISSUE;IS-2409-0006;RFT;0.00;54.86;390.00;18.00;21395.40;"Finishing works - Floor 25";"Auto-generated transaction seed data";1;"2024-09-19 09:00:00";"2025-11-22 18:00:00";1;1;25;1;54
313;55;2025-02-24;ISSUE;IS-2502-0013;NOS;0.00;33.04;370.00;18.00;12224.80;"Electrical works - Floor 9";"Auto-generated transaction seed data";1;"2025-02-24 09:00:00";"2025-11-22 18:00:00";1;1;9;4;55
314;54;2024-08-12;RECEIPT;RC-2408-0010;MTR;80.92;0.00;182.00;18.00;14727.44;"Electrical works - Floor 30";"Auto-generated transaction seed data";1;"2024-08-12 09:00:00";"2025-11-22 18:00:00";1;1;30;4;49
315;52;2025-03-25;ISSUE;IS-2503-0008;NOS;0.00;29.09;352.00;18.00;10239.68;"Electrical works - Floor 25";"Auto-generated transaction seed data";1;"2025-03-25 09:00:00";"2025-11-22 18:00:00";1;1;25;4;55
316;55;2025-06-18;ISSUE;IS-2506-0010;NOS;0.00;12.16;370.00;18.00;4499.20;"Electrical works - Floor 35";"Auto-generated transaction seed data";1;"2025-06-18 09:00:00";"2025-11-22 18:00:00";1;1;35;4;50
317;37;2024-10-18;RECEIPT;RC-2410-0008;MTR;33.60;0.00;131.00;18.00;4401.60;"Plumbing installation - Floor 13";"Auto-generated transaction seed data";1;"2024-10-18 09:00:00";"2025-11-22 18:00:00";1;1;13;5;48
318;43;2024-05-27;ISSUE;IS-2405-0011;NOS;0.00;17.05;298.00;18.00;5080.90;"Site use - Floor 7";"Auto-generated transaction seed data";1;"2024-05-27 09:00:00";"2025-11-22 18:00:00";1;1;7;1;48
319;54;2025-06-23;RECEIPT;RC-2506-0008;MTR;97.24;0.00;182.00;18.00;17697.68;"Electrical works - Floor 13";"Auto-generated transaction seed data";1;"2025-06-23 09:00:00";"2025-11-22 18:00:00";1;1;13;4;56
320;52;2024-03-09;RECEIPT;RC-2403-0005;NOS;35.69;0.00;352.00;18.00;12562.88;"Electrical works - Floor 34";"Auto-generated transaction seed data";1;"2024-03-09 09:00:00";"2025-11-22 18:00:00";1;1;34;4;49
321;53;2025-06-12;ISSUE;IS-2506-0011;MTR;0.00;2.80;179.00;18.00;501.20;"Electrical works - Floor 10";"Auto-generated transaction seed data";1;"2025-06-12 09:00:00";"2025-11-22 18:00:00";1;1;10;4;62
322;69;2025-06-11;RECEIPT;RC-2506-0009;NOS;67.23;0.00;454.00;18.00;30522.42;"Site use - Floor 17";"Auto-generated transaction seed data";1;"2025-06-11 09:00:00";"2025-11-22 18:00:00";1;1;17;1;55
323;53;2025-02-09;ISSUE;IS-2502-0014;MTR;0.00;34.50;179.00;18.00;6175.50;"Electrical works - Floor 13";"Auto-generated transaction seed data";1;"2025-02-09 09:00:00";"2025-11-22 18:00:00";1;1;13;4;48
324;8;2024-09-03;RETURN;RT-2409-0001;NOS;35.31;0.00;88.00;18.00;3107.28;"Site use - Floor 19";"Auto-generated transaction seed data";1;"2024-09-03 09:00:00";"2025-11-22 18:00:00";1;1;19;9;49
325;53;2024-08-25;ISSUE;IS-2408-0012;MTR;0.00;3.62;179.00;18.00;647.98;"Electrical works - Floor 13";"Auto-generated transaction seed data";1;"2024-08-25 09:00:00";"2025-11-22 18:00:00";1;1;13;4;54
326;51;2025-05-13;ISSUE;IS-2505-0011;NOS;0.00;6.09;346.00;18.00;2107.14;"Electrical works - Floor 15";"Auto-generated transaction seed data";1;"2025-05-13 09:00:00";"2025-11-22 18:00:00";1;1;15;4;50
327;55;2024-04-10;ISSUE;IS-2404-0010;NOS;0.00;39.04;370.00;18.00;14444.80;"Electrical works - Floor 24";"Auto-generated transaction seed data";1;"2024-04-10 09:00:00";"2025-11-22 18:00:00";1;1;24;4;59
328;52;2024-08-23;GATE-IN;GI-2408-0001;NOS;49.75;0.00;352.00;18.00;17512.00;"Electrical works - Floor 10";"Auto-generated transaction seed data";1;"2024-08-23 09:00:00";"2025-11-22 18:00:00";1;1;10;4;62
329;53;2024-02-07;ISSUE;IS-2402-0010;MTR;0.00;8.59;179.00;18.00;1537.61;"Electrical works - Floor 8";"Auto-generated transaction seed data";1;"2024-02-07 09:00:00";"2025-11-22 18:00:00";1;1;8;4;50
330;54;2024-03-26;RECEIPT;RC-2403-0006;MTR;69.89;0.00;182.00;18.00;12719.98;"Electrical works - Floor 26";"Auto-generated transaction seed data";1;"2024-03-26 09:00:00";"2025-11-22 18:00:00";1;1;26;4;59
331;52;2025-05-05;RECEIPT;RC-2505-0006;NOS;63.70;0.00;352.00;18.00;22422.40;"Electrical works - Floor 15";"Auto-generated transaction seed data";1;"2025-05-05 09:00:00";"2025-11-22 18:00:00";1;1;15;4;62
332;23;2024-09-19;ISSUE;IS-2409-0007;KG;0.00;58.40;89.00;18.00;5197.60;"Site use - Floor 8";"Auto-generated transaction seed data";1;"2024-09-19 09:00:00";"2025-11-22 18:00:00";1;1;8;9;54
333;51;2024-12-25;ISSUE;IS-2412-0007;NOS;0.00;47.96;346.00;18.00;16594.16;"Electrical works - Floor 20";"Auto-generated transaction seed data";1;"2024-12-25 09:00:00";"2025-11-22 18:00:00";1;1;20;4;48
334;6;2024-02-24;RECEIPT;RC-2402-0008;BRASS;99.86;0.00;76.00;18.00;7589.36;"Site use - Floor 7";"Auto-generated transaction seed data";1;"2024-02-24 09:00:00";"2025-11-22 18:00:00";1;1;7;9;49
335;10;2024-07-16;RECEIPT;RC-2407-0003;BRASS;18.67;0.00;100.00;18.00;1867.00;"Site use - Floor 21";"Auto-generated transaction seed data";1;"2024-07-16 09:00:00";"2025-11-22 18:00:00";1;1;21;9;59
336;84;2024-11-12;ISSUE;IS-2411-0004;KG;0.00;14.75;272.00;18.00;4012.00;"Site use - Floor 12";"Auto-generated transaction seed data";1;"2024-11-12 09:00:00";"2025-11-22 18:00:00";1;1;12;1;56
337;10;2024-12-24;ISSUE;IS-2412-0008;BRASS;0.00;47.15;100.00;18.00;4715.00;"Site use - Floor 26";"Auto-generated transaction seed data";1;"2024-12-24 09:00:00";"2025-11-22 18:00:00";1;1;26;9;54
338;53;2024-09-15;ISSUE;IS-2409-0008;MTR;0.00;39.03;179.00;18.00;6986.37;"Electrical works - Floor 27";"Auto-generated transaction seed data";1;"2024-09-15 09:00:00";"2025-11-22 18:00:00";1;1;27;4;62
339;54;2025-11-06;ISSUE;IS-2511-0005;MTR;0.00;46.35;182.00;18.00;8435.70;"Electrical works - Floor 12";"Auto-generated transaction seed data";1;"2025-11-06 09:00:00";"2025-11-22 18:00:00";1;1;12;4;61
340;55;2024-07-19;RECEIPT;RC-2407-0004;NOS;33.52;0.00;370.00;18.00;12402.40;"Electrical works - Floor 27";"Auto-generated transaction seed data";1;"2024-07-19 09:00:00";"2025-11-22 18:00:00";1;1;27;4;59
341;55;2025-08-10;ISSUE;IS-2508-0007;NOS;0.00;5.05;370.00;18.00;1868.50;"Electrical works - Floor 17";"Auto-generated transaction seed data";1;"2025-08-10 09:00:00";"2025-11-22 18:00:00";1;1;17;4;56
342;50;2025-05-21;ISSUE;IS-2505-0012;NOS;0.00;56.36;340.00;18.00;19162.40;"Electrical works - Floor 21";"Auto-generated transaction seed data";1;"2025-05-21 09:00:00";"2025-11-22 18:00:00";1;1;21;4;48
343;53;2025-09-19;ISSUE;IS-2509-0010;MTR;0.00;3.05;179.00;18.00;545.95;"Electrical works - Floor 11";"Auto-generated transaction seed data";1;"2025-09-19 09:00:00";"2025-11-22 18:00:00";1;1;11;4;59
344;54;2024-07-02;ISSUE;IS-2407-0005;MTR;0.00;7.77;182.00;18.00;1414.14;"Electrical works - Floor 17";"Auto-generated transaction seed data";1;"2024-07-02 09:00:00";"2025-11-22 18:00:00";1;1;17;4;56
345;60;2024-04-21;RECEIPT;RC-2404-0003;SQFT;70.55;0.00;300.00;18.00;21165.00;"Tiling / stone - Floor 34";"Auto-generated transaction seed data";1;"2024-04-21 09:00:00";"2025-11-22 18:00:00";1;1;34;7;54
346;53;2024-01-23;ISSUE;IS-2401-0008;MTR;0.00;32.57;179.00;18.00;5830.03;"Electrical works - Floor 28";"Auto-generated transaction seed data";1;"2024-01-23 09:00:00";"2025-11-22 18:00:00";1;1;28;4;54
347;10;2024-08-03;RECEIPT;RC-2408-0011;BRASS;64.85;0.00;100.00;18.00;6485.00;"Site use - Floor 11";"Auto-generated transaction seed data";1;"2024-08-03 09:00:00";"2025-11-22 18:00:00";1;1;11;9;54
348;20;2024-11-17;RECEIPT;RC-2411-0003;KG;88.21;0.00;80.00;18.00;7056.80;"Site use - Floor 13";"Auto-generated transaction seed data";1;"2024-11-17 09:00:00";"2025-11-22 18:00:00";1;1;13;1;50
349;53;2024-01-27;ISSUE;IS-2401-0009;MTR;0.00;58.01;179.00;18.00;10383.79;"Electrical works - Floor 19";"Auto-generated transaction seed data";1;"2024-01-27 09:00:00";"2025-11-22 18:00:00";1;1;19;4;50
350;52;2024-05-02;RECEIPT;RC-2405-0006;NOS;98.32;0.00;352.00;18.00;34608.64;"Electrical works - Floor 27";"Auto-generated transaction seed data";1;"2024-05-02 09:00:00";"2025-11-22 18:00:00";1;1;27;4;50
